kind,wmape_3m,wmape_14d,wmape_all,bias_3m,applied,rolling,stat,beta,hours,gate,thr,delta_3m,delta_14d,delta_all
hour,6.32665034843771,11.064913169391117,6.38638998237219,-50.9183067566142,269,13,median,-0.5,10-18,wmape,25,-0.0017618946435398186,-0.009702711633718053,-0.0017397917199275525
hour,6.326654424009195,11.074712421857562,6.386394006815735,-48.63725300653435,428,55,mean,0.05,11-15,wmape,15,-0.0017578190720541897,9.654083272714331e-05,-0.0017357672763829157
hour,6.326661101376345,11.07011632876095,6.386400600415482,-49.24535500487533,1066,34,mean,0.05,all,absbias,100,-0.0017511417049043132,-0.00449955226388532,-0.0017291736766358312
hour,6.326675926343232,11.077545913854713,6.3864152394035365,-48.391760606740476,644,21,mean,0.05,10-16,none,0,-0.0017363167380173294,0.0029300328298784706,-0.0017145346885811819
hour,6.3266768859721045,11.07573444808482,6.38641618699389,-48.833124228886405,399,21,mean,0.05,11-15,wmape,20,-0.0017353571091449638,0.0011185670599846986,-0.0017135870982274426
day,6.326679802069302,11.075322236401792,6.386419066508721,-49.0431304163766,72,1,mean,0.05,7-18,absbias,500,-0.001732441011947472,0.0007063553769572906,-0.0017107075833964203
hour,6.326696044693294,11.074615881024835,6.386435105369406,-50.0330440295227,42,34,mean,-0.1,11-15,absbias,250,-0.0017161983879558917,0.0,-0.001694668722711512
hour,6.326710037699636,11.075803956098424,6.38644892283384,-48.49391398889719,395,34,mean,0.05,10-16,absbias,100,-0.0017022053816138083,0.00118807507358909,-0.0016808512582775492
hour,6.326727462037112,11.074570821671964,6.386466128583441,-50.66131771492056,429,34,median,-0.2,11-15,wmape,10,-0.0016847810441378286,-4.505935287113516e-05,-0.0016636455086764812
hour,6.326734794197342,11.08184670180879,6.38647336876191,-50.68542164521748,321,3,mean,-0.1,10-16,wmape,35,-0.0016774488839077506,0.007230820783954428,-0.0016564053302072779
day,6.326737629782861,11.076443433273374,6.386476168775081,-49.47515272206811,210,3,mean,0.05,10-16,absbias,100,-0.001674613298388472,0.0018275522485389217,-0.0016536053170366216
hour,6.326739931747258,11.074395863911466,6.386478441861393,-50.50538513329979,387,34,median,-0.2,10-16,wmape,15,-0.001672311333991594,-0.00022001711336905316,-0.001651332230724556
hour,6.326739931747258,11.074395863911466,6.386478441861393,-50.50538513329979,387,34,median,-0.2,10-18,wmape,15,-0.001672311333991594,-0.00022001711336905316,-0.001651332230724556
day,6.326742381644414,11.074124576836972,6.386480861024651,-49.59916012573087,460,21,mean,0.05,11-15,none,0,-0.0016698614368353404,-0.0004913041878626956,-0.0016489130674663954
day,6.32674309540826,11.075239328338709,6.386481565834347,-49.3990113977659,460,3,mean,0.05,11-15,none,0,-0.0016691476729890908,0.0006234473138739816,-0.001648208257770456
hour,6.326748941754495,11.06449865374298,6.386487338838316,-50.2441817652458,314,8,median,-0.2,11-15,wmape,20,-0.0016633013267544072,-0.010117227281854824,-0.0016424352538013665
hour,6.326751881630495,11.088493580593138,6.3864902418336476,-51.36225357660338,444,5,mean,-0.1,11-15,wmape,10,-0.001660361450754877,0.01387769956830276,-0.0016395322584701333
hour,6.326754627992175,11.074712421857562,6.386492953742288,-48.53001998035476,460,55,mean,0.05,11-15,none,0,-0.0016576150890745822,9.654083272714331e-05,-0.001636820349829371
hour,6.326759018583123,11.074615881024835,6.386497289253384,-50.18430147208642,34,21,median,-0.2,10-18,absbias,250,-0.0016532244981268818,0.0,-0.0016324848387334612
hour,6.326759018583123,11.074615881024835,6.386497289253384,-50.18430147208642,34,34,median,-0.2,10-18,absbias,250,-0.0016532244981268818,0.0,-0.0016324848387334612
hour,6.326759018583123,11.074615881024835,6.386497289253384,-50.18430147208642,34,55,median,-0.2,10-18,absbias,250,-0.0016532244981268818,0.0,-0.0016324848387334612
day,6.326763284664473,11.093863801621653,6.386501501816853,-48.54319283216355,84,1,mean,0.1,7-18,wmape,12,-0.0016489584167764804,0.019247920596818346,-0.0016282722752647416
hour,6.326763771543726,11.071814322213312,6.386501982588219,-50.45821917203878,304,2,mean,-0.1,10-16,wmape,35,-0.0016484715375231218,-0.0028015588115231083,-0.0016277915038989121
hour,6.326763771543726,11.071814322213312,6.386501982588219,-50.45821917203878,304,2,median,-0.1,10-16,wmape,35,-0.0016484715375231218,-0.0028015588115231083,-0.0016277915038989121
day,6.3267733485766255,11.103687278182715,6.3865114394774825,-48.72675963809603,35,1,mean,0.2,11-15,wmape,12,-0.0016388945046239556,0.029071397157879986,-0.0016183346146352307
day,6.326780055213208,11.08410540316973,6.386518061979479,-49.08553248157832,441,1,mean,0.05,10-18,absbias,100,-0.0016321878680418678,0.009489522144894735,-0.0016117121126386635
hour,6.326792339491479,11.075673388393371,6.38653019215179,-50.50626030658444,345,5,median,-0.2,11-15,wmape,15,-0.0016199035897708214,0.001057507368535937,-0.0015995819403276101
hour,6.326793862488392,11.074818042565399,6.386531696042747,-51.09656742132554,429,34,median,-0.3,11-15,wmape,10,-0.0016183805928573491,0.00020216154056384994,-0.0015980780493709545
day,6.326795407917259,11.062568076551138,6.386533222084248,-49.627585122356585,24,14,mean,0.3,all,wmape,12,-0.001616835163990693,-0.012047804473697354,-0.0015965520078697892
day,6.326795424472566,11.062568199912567,6.386533238431868,-49.66721575050328,5,14,mean,1.2,19-23,wmape,12,-0.0016168186086833458,-0.012047681112267838,-0.0015965356602496428
hour,6.326814411234246,11.075723729329216,6.386551987005104,-50.8641125735326,387,34,median,-0.3,10-16,wmape,15,-0.0015978318470031283,0.0011078483043807097,-0.0015777870870135047
hour,6.326814411234246,11.075723729329216,6.386551987005104,-50.8641125735326,387,34,median,-0.3,10-18,wmape,15,-0.0015978318470031283,0.0011078483043807097,-0.0015777870870135047
day,6.326819212170263,11.074557386248188,6.386556727713501,-49.52528922261186,672,8,mean,0.05,all,absbias,100,-0.0015930309109863927,-5.8494776647322055e-05,-0.0015730463786169935
day,6.326819401768638,11.073185787389873,6.38655691493337,-49.19788096810914,54,1,mean,0.05,10-18,absbias,500,-0.0015928413126111707,-0.0014300936349620486,-0.0015728591587480523
day,6.326822447874327,11.079967252059337,6.3865599228257395,-49.27686109349241,644,2,mean,0.05,10-16,none,0,-0.0015897952069225951,0.005351371034501895,-0.0015698512663782083
day,6.326822862777025,11.074615881024835,6.386560332523494,-49.71688064720277,252,14,mean,0.05,7-18,absbias,100,-0.001589380304224619,0.0,-0.0015694415686233754
day,6.326823977529289,11.074615881024835,6.386561433291218,-49.99503376987866,15,14,mean,0.1,19-23,absbias,250,-0.001588265551960788,0.0,-0.0015683408008992927
day,6.326823977529289,11.074615881024835,6.386561433291218,-49.99503376987866,15,21,mean,0.1,19-23,absbias,250,-0.001588265551960788,0.0,-0.0015683408008992927
day,6.326823977529289,11.074615881024835,6.386561433291218,-49.99503376987866,15,34,mean,0.1,19-23,absbias,250,-0.001588265551960788,0.0,-0.0015683408008992927
hour,6.326828209251791,11.074615881024835,6.38656561192687,-51.19920314377032,67,34,median,-0.5,11-15,absbias,100,-0.0015840338294585976,0.0,-0.0015641621652475735
hour,6.3268361836518086,11.061303633600438,6.386573486288243,-51.60712545514548,385,13,median,-0.5,10-16,wmape,15,-0.0015760594294409458,-0.013312247424396517,-0.0015562878038748451
hour,6.3268361836518086,11.061303633600438,6.386573486288243,-51.60712545514548,385,13,median,-0.5,10-18,wmape,15,-0.0015760594294409458,-0.013312247424396517,-0.0015562878038748451
hour,6.326868942960353,11.078490602737153,6.386605834632091,-48.427696086988504,1104,21,mean,0.05,7-18,none,0,-0.0015433001208968733,0.0038747217123180633,-0.0015239394600268241
hour,6.326870015389485,11.069251055410062,6.3866068936076275,-50.086026299576105,306,21,median,-0.2,11-15,wmape,20,-0.0015422276917647082,-0.005364825614773139,-0.00152288048449023
hour,6.326871884502484,11.07411524685843,6.386608739272652,-50.700429730261824,429,55,median,-0.2,11-15,wmape,10,-0.0015403585787652219,-0.0005006341664053338,-0.0015210348194658607
hour,6.3268746510511775,11.065442735198461,6.38661147111506,-52.33623744520143,460,13,median,-0.5,11-15,none,0,-0.001537592030071977,-0.009173145826373741,-0.0015183029770575729
day,6.326875969157126,11.06316837649989,6.386612772685406,-50.54622173012059,24,3,mean,0.3,all,wmape,15,-0.0015362739241231438,-0.011447504524944918,-0.0015170014067118487
day,6.326882159670068,11.074202585437655,6.386618885538517,-48.332906584112514,2208,34,mean,0.1,all,none,0,-0.0015300834111817707,-0.00041329558717961845,-0.001510888553601042
hour,6.3268823868230895,11.06841582910233,6.386619109841912,-50.22067647103068,412,8,median,-0.1,11-15,wmape,10,-0.001529856258160045,-0.006200051922505168,-0.0015106642502056289
hour,6.326899253722945,11.074585075410164,6.386635765146935,-50.28798408258352,460,34,median,-0.1,11-15,none,0,-0.0015129893583045728,-3.0805614670725845e-05,-0.001494008945182479
hour,6.326905366337209,11.074615881024835,6.386641801078607,-49.50639564956826,8,8,median,-0.3,10-16,absbias,500,-0.0015068767440409303,0.0,-0.0014879730135106684
hour,6.326905366337209,11.074615881024835,6.386641801078607,-49.50639564956826,7,13,median,-0.3,10-16,absbias,500,-0.0015068767440409303,0.0,-0.0014879730135106684
hour,6.326905366337209,11.074615881024835,6.386641801078607,-49.50639564956826,7,21,median,-0.3,10-16,absbias,500,-0.0015068767440409303,0.0,-0.0014879730135106684
hour,6.326905366337209,11.074615881024835,6.386641801078607,-49.50639564956826,7,34,median,-0.3,10-16,absbias,500,-0.0015068767440409303,0.0,-0.0014879730135106684
hour,6.326905366337209,11.074615881024835,6.386641801078607,-49.50639564956826,7,55,median,-0.3,10-16,absbias,500,-0.0015068767440409303,0.0,-0.0014879730135106684
hour,6.326926094213893,11.068003631253138,6.386662268924606,-50.44315596853007,329,21,median,-0.3,10-16,wmape,20,-0.0014861488673565404,-0.006612249771697165,-0.0014675051675112627
hour,6.326926094213893,11.068003631253138,6.386662268924606,-50.44315596853007,329,21,median,-0.3,10-18,wmape,20,-0.0014861488673565404,-0.006612249771697165,-0.0014675051675112627
day,6.326928165616316,11.077966542802034,6.3866643143413375,-49.35793232390616,264,5,mean,0.05,all,absbias,250,-0.0014840774649336197,0.0033506617771994485,-0.0014654597507801626
hour,6.3269305794057695,11.069339888665796,6.386666697849861,-50.24736591833005,269,13,median,-0.2,10-16,wmape,25,-0.0014816636754799717,-0.005275992359038639,-0.0014630762422562782
hour,6.3269305794057695,11.069339888665796,6.386666697849861,-50.24736591833005,269,13,median,-0.2,10-18,wmape,25,-0.0014816636754799717,-0.005275992359038639,-0.0014630762422562782
hour,6.3269352921658415,11.074615881024835,6.386671351488481,-50.01058601890323,39,55,mean,-0.1,11-15,absbias,250,-0.001476950915408004,0.0,-0.001458422603636933
hour,6.326937064997311,11.06659064093459,6.386673102079825,-50.62219493953912,272,21,median,-0.5,11-15,wmape,25,-0.0014751780839388218,-0.008025240090244523,-0.0014566720122930477
day,6.326938755257689,11.083970478313203,6.386674771135927,-49.062561356093454,828,1,mean,0.05,10-18,none,0,-0.0014734878235609372,0.009354597288368183,-0.0014550029561908318
day,6.326943482010715,11.074134053948411,6.386679438591958,-49.3530963853518,84,3,mean,0.1,10-16,absbias,250,-0.0014687610705346188,-0.0004818270764239685,-0.0014503355001593832
hour,6.326946415309513,11.077553175061292,6.386682335092598,-48.598939489091485,330,21,mean,0.05,10-16,absbias,100,-0.0014658277717360946,0.0029372940364567057,-0.0014474389995200454
hour,6.326948859357401,11.074615881024835,6.386684748479965,-50.24407045721387,62,21,mean,-0.1,11-15,absbias,250,-0.001463383723848466,0.0,-0.0014450256121527616
day,6.326970015226152,11.07358957243147,6.38670563894888,-49.404268137160784,348,5,mean,0.05,7-18,absbias,100,-0.0014422278550974,-0.0010263085933654992,-0.0014241351432380256
hour,6.326970156123784,11.07407096033273,6.386705778078955,-49.9480103576593,35,8,median,-0.1,11-15,absbias,250,-0.0014420869574651718,-0.0005449206921053218,-0.001423996013162565
hour,6.3269714083856305,11.073862109249834,6.386707014631209,-51.15513619106391,429,55,median,-0.3,11-15,wmape,10,-0.0014408346956189533,-0.0007537717750008,-0.0014227594609090843
hour,6.326973138847768,11.074330364449422,6.38670872338474,-48.6311243957048,700,55,mean,0.05,all,wmape,20,-0.0014391042334818138,-0.0002855165754134248,-0.0014210507073775247
day,6.326976095081342,11.063914462176745,6.3867116425324415,-50.02704169904186,96,5,mean,0.05,all,wmape,12,-0.0014361479999074334,-0.010701418848089617,-0.0014181315596761834
hour,6.3269780097151385,11.068470903836884,6.386713533147205,-50.29081776732686,272,21,median,-0.3,11-15,wmape,25,-0.0014342333661110374,-0.0061449771879509285,-0.0014162409449127722
hour,6.32698124872571,11.071780672927702,6.386716731524471,-50.124553010302115,391,21,median,-0.1,10-16,wmape,15,-0.0014309943555392834,-0.002835208097133446,-0.0014130425676466274
hour,6.32698124872571,11.071780672927702,6.386716731524471,-50.124553010302115,391,21,median,-0.1,10-18,wmape,15,-0.0014309943555392834,-0.002835208097133446,-0.0014130425676466274
hour,6.326981473370752,11.049570104855048,6.386716953351344,-49.54314400390889,369,2,mean,-0.1,all,wmape,35,-0.0014307697104971595,-0.02504577616978665,-0.0014128207407733129
hour,6.326981473370752,11.049570104855048,6.386716953351344,-49.5431440039089,369,2,median,-0.1,all,wmape,35,-0.0014307697104971595,-0.02504577616978665,-0.0014128207407733129
day,6.326997072810114,11.078813371845325,6.386732357096138,-49.178499126764535,210,3,mean,0.1,10-16,absbias,100,-0.0014151702711355796,0.004197490820489591,-0.0013974169959798388
hour,6.32700454565181,11.074333407517642,6.386739736191223,-50.3089780866483,460,55,median,-0.1,11-15,none,0,-0.0014076974294399136,-0.0002824735071929041,-0.0013900379008946473
hour,6.3270072859164,11.07438749802167,6.386742442079263,-48.67806674796224,324,55,mean,0.05,11-15,absbias,100,-0.001404957164849563,-0.00022838300316507798,-0.0013873320128547917
day,6.327007909549794,11.074297410396488,6.386743057889191,-49.3431708763288,644,14,mean,0.1,10-16,none,0,-0.0014043335314557481,-0.0003184706283470007,-0.001386716202926408
day,6.32700815936182,11.064153388314919,6.386743304567334,-50.00759817156083,20,5,mean,0.2,19-23,wmape,12,-0.0014040837194295719,-0.01046249270991595,-0.0013864695247836067
day,6.327009139077933,11.074615881024835,6.386744271992932,-49.724399299186906,147,14,mean,0.05,10-16,absbias,100,-0.0014031040033168907,0.0,-0.0013855020991853095
day,6.327014391693499,11.074615881024835,6.386749458714569,-49.69986513988528,504,14,mean,0.05,all,absbias,100,-0.0013978513877503929,0.0,-0.001380315377549124
hour,6.327024565347007,11.074352299771125,6.386759504739851,-48.80607481960687,274,34,mean,0.05,11-15,absbias,100,-0.0013876777342423097,-0.00026358125371039876,-0.0013702693522663623
hour,6.327024811100913,11.063229390213603,6.386759747410782,-50.19246673307051,286,5,median,-0.1,10-16,wmape,25,-0.0013874319803361956,-0.011386490811231553,-0.0013700266813359008
day,6.3270254704124,11.081098323366726,6.386760398451222,-49.370786069606254,280,2,mean,0.05,10-16,absbias,100,-0.0013867726688499005,0.006482442341891215,-0.0013693756408956759
day,6.327027488672868,11.090048004912012,6.386762391392664,-48.8585606942521,42,1,mean,0.1,10-16,absbias,500,-0.0013847544083818164,0.01543212388717663,-0.0013673826994535787
hour,6.327028801464768,11.07573444808482,6.386763687715624,-48.754477134409406,453,21,mean,0.05,11-15,wmape,10,-0.0013834416164817398,0.0011185670599846986,-0.0013660863764934916
day,6.32702981080243,11.074615881024835,6.386764684391169,-50.55966417464941,35,34,mean,0.2,19-23,absbias,100,-0.001382432278819401,0.0,-0.0013650897009487295
hour,6.327030362442007,11.074615881024835,6.386765229110443,-49.97105075774821,34,21,median,-0.1,10-18,absbias,250,-0.0013818806392427163,0.0,-0.001364544981674598
hour,6.327030362442007,11.074615881024835,6.386765229110443,-49.97105075774821,34,34,median,-0.1,10-18,absbias,250,-0.0013818806392427163,0.0,-0.001364544981674598
hour,6.327030362442007,11.074615881024835,6.386765229110443,-49.97105075774821,34,55,median,-0.1,10-18,absbias,250,-0.0013818806392427163,0.0,-0.001364544981674598
day,6.32703470441269,11.07560013572671,6.386769516611214,-49.67184176109642,196,8,mean,0.05,10-16,absbias,100,-0.001377538668559275,0.0009842547018745762,-0.001360257480903293
hour,6.32703974721444,11.077067766144395,6.386774496151143,-51.343338865889756,419,3,mean,-0.1,11-15,wmape,10,-0.0013724958668097642,0.002451885119560515,-0.001355277940974453
hour,6.327046960008483,11.081139498015693,6.386781618460867,-50.50140861645187,259,3,mean,-0.1,11-15,wmape,35,-0.001365283072766843,0.006523616990858017,-0.0013481556312511245
day,6.32705708376182,11.074052611844499,6.386791615211976,-49.11814707552717,1104,5,mean,0.05,7-18,none,0,-0.0013551593194298661,-0.0005632691803363343,-0.001338158880141549
hour,6.3270577400259365,11.074657779153252,6.386792263243277,-49.34972029658495,472,34,median,0.05,10-18,wmape,10,-0.0013545030553130388,4.1898128417372504e-05,-0.0013375108488409282
day,6.327061299132504,11.074281768139585,6.386795777700942,-49.64699899801204,252,8,mean,0.05,10-18,absbias,100,-0.0013509439487453534,-0.00033411288525009297,-0.0013339963911755959
day,6.327064894240681,11.064576146764612,6.386799327708577,-49.6823131326544,5,14,mean,1.0,19-23,wmape,12,-0.0013473488405688627,-0.010039734260223199,-0.001330446383541073
day,6.327069262746984,11.07516276887081,6.386803641412081,-49.54431758406952,150,3,mean,0.05,11-15,absbias,100,-0.0013429803342654978,0.0005468878459744531,-0.0013261326800364515
day,6.327069265867308,11.076465632469484,6.386803644493259,-49.024088352610825,460,3,mean,0.1,11-15,none,0,-0.0013429772139419427,0.0018497514446487173,-0.001326129598858472
hour,6.32707164794442,11.066953485874281,6.386805996687274,-50.38112100087837,406,5,median,-0.1,10-18,wmape,15,-0.0013405951368294922,-0.007662395150553891,-0.0013237774048437956
hour,6.327073919637627,11.071659426243942,6.386808239882148,-50.322215304548045,487,21,median,-0.1,10-16,wmape,10,-0.0013383234436226132,-0.002956454780893125,-0.0013215342099694993
day,6.3270791596631515,11.074401254611058,6.3868134141716855,-49.40086029883508,460,2,mean,0.05,11-15,none,0,-0.0013330834180980133,-0.00021462641377745229,-0.0013163599204322196
hour,6.32708244530757,11.084613013606683,6.386816658597779,-51.3826736162485,256,5,mean,-0.1,11-15,absbias,100,-0.0013297977736792532,0.009997132581847978,-0.001313115494339101
hour,6.327090409873255,11.072373724033694,6.386824523248189,-48.89362049749033,1106,55,mean,0.05,all,absbias,100,-0.001321833207994061,-0.0022421569911408312,-0.0013052508439290733
hour,6.3270955536728,11.07573444808482,6.386829602518899,-48.82935706428063,428,21,mean,0.05,11-15,wmape,15,-0.001316689408449534,0.0011185670599846986,-0.0013001715732183783
hour,6.327096892587722,11.073862109249834,6.3868309246371675,-50.28370668485605,288,55,median,-0.3,10-16,wmape,20,-0.0013153504935274896,-0.0007537717750008,-0.0012988494549501794
hour,6.327096892587722,11.073862109249834,6.3868309246371675,-50.28370668485605,288,55,median,-0.3,11-15,wmape,20,-0.0013153504935274896,-0.0007537717750008,-0.0012988494549501794
hour,6.327096892587722,11.073862109249834,6.3868309246371675,-50.28370668485605,288,55,median,-0.3,10-18,wmape,20,-0.0013153504935274896,-0.0007537717750008,-0.0012988494549501794
day,6.327115902320375,11.0732770092205,6.386849695893209,-49.470258815439806,261,5,mean,0.05,10-18,absbias,100,-0.0012963407608745925,-0.0013388718043341186,-0.0012800781989090737
day,6.327119208504356,11.102484658599234,6.386852960601193,-48.53452965468507,30,1,mean,0.2,11-15,absbias,500,-0.0012930345768937812,0.027868777574399317,-0.0012768134909251216
hour,6.3271361306860365,11.074814979729176,6.3868696704945345,-50.16046634379758,345,5,median,-0.1,11-15,wmape,15,-0.0012761123952129694,0.0001990987043409831,-0.0012601035975832175
day,6.327141532379729,11.065147213831354,6.386875004424115,-49.30746221784922,12,1,mean,-0.1,7-18,wmape,20,-0.0012707107015206276,-0.00946866719348094,-0.001254769668002531
day,6.327141532379729,11.065147213831354,6.386875004424115,-49.30746221784922,12,1,mean,-0.1,7-18,wmape,25,-0.0012707107015206276,-0.00946866719348094,-0.001254769668002531
hour,6.327143075086244,11.07495737317811,6.386876527777417,-48.368420455784516,564,55,mean,0.05,7-18,wmape,25,-0.0012691679950052048,0.00034149215327516913,-0.0012532463147003625
hour,6.3271465181958195,11.075825758749607,6.38687992769327,-50.29983519546447,250,2,mean,-0.1,11-15,wmape,35,-0.0012657248854299752,0.0012098777247722126,-0.0012498463988475095
hour,6.3271465181958195,11.075825758749607,6.38687992769327,-50.29983519546447,250,2,median,-0.1,11-15,wmape,35,-0.0012657248854299752,0.0012098777247722126,-0.0012498463988475095
hour,6.327146848835994,11.074767793602684,6.386880254185573,-49.3530810405565,461,55,median,0.05,10-18,wmape,10,-0.0012653942452551803,0.0001519125778486341,-0.0012495199065449825
day,6.327150147379952,11.065211408277722,6.38688351134938,-50.2880832592043,24,3,mean,0.2,all,wmape,15,-0.0012620957012972056,-0.009404472747112536,-0.0012462627427378692
hour,6.327154538548873,11.074365815544422,6.386887847431198,-48.833669984009106,701,34,mean,0.05,all,wmape,20,-0.0012577045323762803,-0.00025006548041339727,-0.0012419266609198232
day,6.3271571009695045,11.075794359420495,6.386890377706328,-49.626387984851206,336,8,mean,0.05,7-18,absbias,100,-0.0012551421117450445,0.0011784783956603206,-0.0012393963857899593
hour,6.327168802368672,11.074837027752912,6.386901932311739,-50.25710869605134,302,34,median,-0.3,11-15,wmape,20,-0.001243440712577204,0.0002211467280766044,-0.0012278417803788244
hour,6.327176587253868,11.07460287743714,6.386909619535749,-50.05234046459103,353,34,median,-0.1,11-15,wmape,15,-0.0012356558273811658,-1.3003587694626617e-05,-0.0012201545563685912
day,6.3271830197891035,11.074258500039672,6.38691597137499,-49.23641756855565,828,5,mean,0.05,10-18,none,0,-0.001229223292146031,-0.0003573809851626919,-0.0012138027171273436
day,6.3271847615826955,11.07757327353147,6.386917691317828,-48.93775071665059,828,8,mean,0.1,10-18,none,0,-0.0012274814985540061,0.0029573925066355145,-0.0012120827742894136
hour,6.327191254240522,11.078783065972392,6.386924102525427,-48.63342771190357,609,21,mean,0.05,7-18,absbias,100,-0.0012209888407275216,0.004167184947556635,-0.0012056715666908246
hour,6.327193580036401,11.07152288409688,6.386926399144254,-50.68284208283418,115,13,median,-0.2,10-16,absbias,100,-0.0012186630448480784,-0.003092996927955838,-0.0012033749478632672
day,6.3271947082504845,11.0749182432489,6.38692751320492,-49.467913538014265,200,2,mean,0.05,11-15,absbias,100,-0.0012175348307650324,0.00030236222406543334,-0.0012022608871973262
hour,6.327195757655778,11.07573444808482,6.386928549445453,-48.722124038101036,460,21,mean,0.05,11-15,none,0,-0.0012164854254717028,0.0011185670599846986,-0.0012012246466648335
day,6.32719650273732,11.077401263857547,6.386929285179965,-49.13750309599103,1104,14,mean,0.1,7-18,none,0,-0.0012157403439294612,0.0027853828327124575,-0.0012004889121524087
day,6.327201465505146,11.065593803930707,6.386934185689995,-49.48604716468984,12,14,mean,1.2,7-18,wmape,12,-0.001210777576103439,-0.009022077094128278,-0.0011955884021226382
hour,6.327201518037158,11.066570733536512,6.386934237562994,-50.022508289490126,219,5,median,-0.1,10-16,wmape,35,-0.0012107250440918094,-0.008045147488322968,-0.0011955365291234088
day,6.3272113391537586,11.079224875772493,6.386943935473936,-48.75868616196407,1104,8,mean,0.1,7-18,none,0,-0.0012009039274909483,0.004608994747657746,-0.0011858386181815561
day,6.327216754383399,11.074615881024835,6.386949282769658,-49.71289342247151,189,14,mean,0.05,10-18,absbias,100,-0.0011954886978502444,0.0,-0.0011804913224597868
day,6.327218888998195,11.065723634628467,6.386951390605766,-49.420046674239416,9,1,mean,-0.1,10-18,wmape,20,-0.00119335408305421,-0.008892246396367653,-0.0011783834863514642
day,6.327218888998195,11.065723634628467,6.386951390605766,-49.420046674239416,9,1,mean,-0.1,10-18,wmape,25,-0.00119335408305421,-0.008892246396367653,-0.0011783834863514642
day,6.327222226344059,11.073228468328667,6.38695468608471,-49.457834384019215,460,14,mean,0.1,11-15,none,0,-0.0011900167371905468,-0.0013874126961681554,-0.0011750880074075098
day,6.327225030160095,11.074463338095784,6.386957454726945,-49.562451351361744,84,3,mean,0.05,10-16,absbias,250,-0.0011872129211543125,-0.00015254292905098055,-0.0011723193651729247
day,6.327228736257102,11.071743014580587,6.3869611143310605,-49.586726975266906,145,5,mean,0.05,11-15,absbias,100,-0.0011835068241472513,-0.00287286644424789,-0.001168659761057178
hour,6.32723529553355,11.074333407517642,6.386967591321548,-50.07302827610133,356,55,median,-0.1,11-15,wmape,15,-0.0011769475476999247,-0.0002824735071929041,-0.0011621827705701193
day,6.3272443520851835,11.074898601296015,6.386976534258973,-49.50183216722621,75,1,mean,0.05,11-15,wmape,10,-0.0011678909960659567,0.00028272027117992593,-0.001153239833144859
day,6.327246058813453,11.060825360136436,6.386978219576381,-49.60524710936497,60,8,mean,-0.3,19-23,wmape,10,-0.0011661842677961332,-0.013790520888399271,-0.0011515545157365636
hour,6.327253514440177,11.071464884472814,6.386985581672455,-49.99681044761965,305,13,median,-0.1,11-15,wmape,20,-0.0011587286410721376,-0.0031509965520211125,-0.0011441924196624598
day,6.327258934308144,11.07948798575935,6.386990933548319,-49.305303967336975,135,1,mean,0.05,10-18,wmape,10,-0.001153308773105266,0.004872104734515048,-0.0011388405437990912
hour,6.327260045961116,11.075838531452115,6.386992031255629,-49.33872751365426,489,21,median,0.05,10-18,wmape,10,-0.0011521971201338133,0.001222650427280314,-0.0011377428364882647
day,6.327271720152558,11.074665774443616,6.387003558994636,-49.570927856176034,132,5,mean,0.05,7-18,absbias,250,-0.0011405229286918228,4.9893418781365995e-05,-0.0011262150974813423
day,6.3272720248471,11.07389554767159,6.387003859866794,-49.69515882224904,140,8,mean,0.05,11-15,absbias,100,-0.0011402182341493372,-0.0007203333532448397,-0.0011259142253239318
day,6.327280445658198,11.073194440326525,6.387012175039031,-49.45587500912709,460,5,mean,0.05,11-15,none,0,-0.0011317974230511396,-0.0014214406983104055,-0.0011175990530869484
hour,6.32728468680668,11.074615881024835,6.38701636298241,-50.23480585977953,21,21,median,-0.8,11-15,absbias,250,-0.0011275562745698409,0.0,-0.0011134111097073074
hour,6.32728468680668,11.074615881024835,6.38701636298241,-50.23480585977953,21,34,median,-0.8,11-15,absbias,250,-0.0011275562745698409,0.0,-0.0011134111097073074
hour,6.32728468680668,11.074615881024835,6.38701636298241,-50.23480585977953,21,55,median,-0.8,11-15,absbias,250,-0.0011275562745698409,0.0,-0.0011134111097073074
day,6.327286976675913,11.074615881024835,6.387018624125294,-49.732470263761904,105,14,mean,0.05,11-15,absbias,100,-0.0011252664053360562,0.0,-0.0011111499668237101
hour,6.327299855805792,11.063229390213603,6.387031341686815,-50.21947905551709,290,5,median,-0.1,10-18,wmape,25,-0.0011123872754579267,-0.011386490811231553,-0.0010984324053024963
day,6.327300663732473,11.066332976898721,6.387032139478076,-49.67099009604106,24,14,mean,0.2,all,wmape,12,-0.0011115793487768144,-0.008282904126113877,-0.0010976346140418869
hour,6.3273010479462375,11.074091543810665,6.387032518871889,-50.13455461622345,382,55,median,-0.1,10-16,wmape,15,-0.0011111951350120108,-0.0005243372141698899,-0.0010972552202286323
hour,6.3273010479462375,11.074091543810665,6.387032518871889,-50.13455461622345,382,55,median,-0.1,10-18,wmape,15,-0.0011111951350120108,-0.0005243372141698899,-0.0010972552202286323
hour,6.327302480580308,11.072507113388268,6.3870339335336,-50.2285452861465,115,13,median,-0.1,10-16,absbias,100,-0.0011097625009410805,-0.0021087676365674213,-0.0010958405585173026
hour,6.327305433308469,11.074585075410164,6.387036849219863,-50.21539869603712,429,34,median,-0.1,11-15,wmape,10,-0.0011068097727804371,-3.0805614670725845e-05,-0.0010929248722550966
