candidate,group_by,rolling,stat,thr,hours,distop,distthr,alpha,applied,wmape_3m,wmape_14d,wmape_all,bias_3m,delta_3m,delta_14d,delta_all
f_price_lag_24,hour_cr,8,median,0,day,le_abs,2000.0,-0.3,100,6.295489349300752,11.047684061792108,6.355619897178992,-46.8243468297658,-0.020219690469014395,0.011797384659258725,-0.019966034964961743
f_price_lag_24,hour_cr,21,median,-500,night,ge_rel,0.05,0.1,93,6.295694698017582,10.934496801416122,6.355822669801377,-49.21387075824403,-0.020014341752184528,-0.10138987571672686,-0.019763262342577192
f_price_lag_24,hour_cr,8,median,-250,peakerr,none,0.0,0.05,342,6.295696373600982,10.984866968525164,6.355824324364626,-49.19750025317482,-0.0200126661687845,-0.05101970860768468,-0.019761607779328116
f_price_lag_24,hour_sr_weekend,3,mean,100,night,ge_abs,1000.0,0.2,8,6.295963468965797,10.903217442048883,6.356088069024865,-48.15042760167556,-0.01974557080396888,-0.13266923508396644,-0.01949786311908941
f_price_lag_24,hour_cr,8,median,-250,peakerr,ge_abs,500.0,0.05,137,6.295977831796497,10.984956743946018,6.356102251674217,-49.2224524793639,-0.019731207973268994,-0.05092993318683092,-0.019483680469736697
f_price_lag_24,hour_cr,55,median,-500,night,ge_rel,0.1,0.1,51,6.296048616443647,10.971413126288583,6.356172148329765,-49.18802285155945,-0.01966042332611906,-0.06447355084426576,-0.01941378381418879
f_price_lag_24,hour_weekend,5,median,-250,night,ge_abs,1000.0,0.05,79,6.2961594829758285,11.07056647616319,6.356281624044112,-49.152087576515655,-0.01954955679393766,0.03467979903034113,-0.019304308099842515
f_price_lag_24,hour_cr,8,median,-250,peakerr,ge_rel,0.05,0.05,132,6.296600180564617,10.984133438797297,6.3567167930928274,-49.196986241092695,-0.01910885920514893,-0.0517532383355519,-0.018869139051126638
f_price_lag_24,hour_cr,34,median,-500,night,ge_rel,0.1,0.05,56,6.2966961892850195,10.99385809430625,6.356811597386268,-49.2238110048589,-0.019012850484746657,-0.0420285828265996,-0.018774334757686084
f_price_lag_24,hour_sr,5,median,-100,19-23,ge_rel,0.05,-0.3,27,6.296731024089302,10.892525564630391,6.356845995188815,-47.914756951909844,-0.018978015680463756,-0.14336111250245764,-0.018739936955139314
f_price_lag_24,hour_cr,21,median,-500,night,ge_rel,0.05,0.05,93,6.296731657433508,10.979701837821505,6.356846620587733,-49.37446987633569,-0.01897738233625823,-0.05618483931134399,-0.018739311556220883
f_price_lag_24,hour_sr,5,median,-100,19-23,ge_abs,500.0,-0.3,30,6.296744954149918,10.883466024973485,6.356859750497172,-48.051771417575935,-0.018964085619848525,-0.15242065215936407,-0.01872618164678208
f_price_lag_24,hour_weekend,5,median,-250,night,ge_rel,0.1,0.1,65,6.296759282363951,11.130973923617198,6.356873898964125,-48.71755531960481,-0.018949757405815504,0.09508724648434885,-0.01871203317982939
f_price_lag_24,hour_cr,21,median,-500,night,ge_abs,1000.0,0.05,67,6.296852350954279,10.984010033164628,6.356965800011349,-49.416198635497665,-0.018856688815486855,-0.051876643968221,-0.018620132132604716
f_price_lag_24,hour_sr,5,median,-100,19-23,none,0.0,-0.3,90,6.297041029277689,10.883374506008927,6.357152111369977,-48.08536753036964,-0.018668010492077336,-0.1525121711239219,-0.018433820773976706
