3m,14d,all,bias3,low,summer,cap,eve,low_bias,applied,group_by,sb_name,rb_name,rolling,stat,beta,hours,gate,th,source_bins,ratio_bins
6.454757922665612,11.292910459023444,6.5128904503309135,-47.641278385097344,51.36844301317429,36.56389191736281,1.558266052465585,2.9927977947967586,2.6138777260846373,359,"hour,source_ratio_bin",wide,default,2,mean,-0.08,all,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.454757922665612,11.292910459023444,6.5128904503309135,-47.641278385097344,51.36844301317429,36.56389191736281,1.558266052465585,2.9927977947967586,2.6138777260846373,359,"hour,source_ratio_bin",wide,default,2,median,-0.08,all,wmape,25,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.45480017450691,11.254271121670188,6.512932172123935,-47.15429327402569,51.51878768863967,36.70487299996316,1.558266052465585,2.9894816925930265,3.386431370627423,227,"hour,source_ratio_bin,summer",wide,fine,5,mean,-0.08,all,wmape,40,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454804928613409,11.341690326181862,6.512936866590288,-45.804575722316216,52.259708629676126,37.69416692188457,1.558266052465585,2.996576380673402,11.820035368661085,252,"hour,source_bin",wide,default,3,median,0.15,day,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.454833644242982,11.254588324861546,6.512965221983015,-47.172506127698945,51.49339871873854,36.65005456256363,1.558266052465585,2.9894816925930265,2.7367131868197094,246,"hour,source_ratio_bin,summer",wide,fine,5,mean,-0.08,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454856026720375,11.28304182637479,6.512987323672799,-47.01230905807048,52.079830634492986,37.200074204602494,1.5564942552170566,2.987212200992302,4.995501580772696,163,"hour,source_ratio_bin,summer",wide,fine,21,mean,-0.08,peakerr,absbias,500,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.4548745901023485,11.274782145614076,6.513005654177616,-48.27232957900326,52.078037976962385,37.20305514650443,1.5522061596523293,2.9831364039292065,4.603264279623636,196,"hour,source_ratio_bin,summer",wide,fine,3,mean,-0.08,peakerr,absbias,500,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454887674377427,11.255848563161717,6.513018574310796,-47.17441162687391,51.53713446202218,36.824376354644265,1.558266052465585,2.9877080205729323,2.566220419812456,232,"hour,source_ratio_bin,summer",wide,fine,8,median,-0.1,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454905509280256,11.255848563161717,6.51303618547522,-47.17298036741752,51.53997521534177,36.824376354644265,1.558266052465585,2.9877080205729323,2.5763865038612113,246,"hour,source_ratio_bin,summer",wide,fine,21,median,-0.1,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.4549067085943435,11.255848563161717,6.5130373697439445,-47.172561348221755,51.540166242761956,36.824376354644265,1.558266052465585,2.9877080205729323,2.579362752746921,235,"hour,source_ratio_bin,summer",wide,fine,13,median,-0.1,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.454933550724376,11.342217854110125,6.513063875140135,-45.585630008553295,52.34790643993219,37.77004716298731,1.558266052465585,2.996576380673402,11.51811978291258,300,"hour,source_bin",wide,default,3,median,0.12,day,wmape,20,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.4549673629957605,11.344438757549957,6.513097263237433,-44.47316543861879,52.80375143538913,38.1073238344359,1.558266052465585,2.996576380673402,14.946593196878675,358,"hour,source_bin",wide,default,3,median,0.2,day,wmape,15,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.455007861018013,11.286872049431295,6.513137253213023,-48.28707038659664,51.719666917441266,37.13562045987657,1.5526912000844022,2.9888968487288423,5.283007594775185,220,"hour,source_ratio_bin,summer",wide,default,2,mean,-0.05,peakerr,absbias,500,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.455007861018013,11.286872049431295,6.513137253213023,-48.28707038659664,51.719666917441266,37.13562045987657,1.5526912000844022,2.9888968487288423,5.283007594775185,220,"hour,source_ratio_bin,summer",wide,default,2,median,-0.05,peakerr,absbias,500,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.01,0.03,0.05,0.07,0.1,0.2,0.45,0.75,0.9,0.98,1.01"
6.455028116582821,11.259232408099717,6.513157254672285,-47.07096649917822,51.52992149497019,36.824376354644265,1.558266052465585,2.9877080205729323,2.506301866780414,230,"hour,source_ratio_bin,summer",wide,fine,5,median,-0.1,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.455062085106755,11.254271121670188,6.513190797061948,-47.15830858251981,51.52990193672148,36.70487299996316,1.558266052465585,2.9894816925930265,3.372199832794044,233,"hour,source_ratio_bin,summer",wide,fine,8,mean,-0.08,all,wmape,40,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.455062528565386,11.254271121670188,6.513191234957402,-47.159592508787135,51.52997257106075,36.70487299996316,1.558266052465585,2.9894816925930265,3.36308024075379,241,"hour,source_ratio_bin,summer",wide,fine,21,mean,-0.08,all,wmape,40,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.4550865139463784,11.276476854261778,6.513214919442401,-46.937498620235715,51.616148126129566,36.790558012432335,1.558266052465585,2.9894816925930265,3.0027659179551667,257,"hour,source_ratio_bin,summer",wide,fine,5,median,-0.08,all,wmape,30,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.4551038948579595,11.25454871357495,6.513232082310884,-47.24502042182158,51.506688088600725,36.65005456256363,1.558266052465585,2.9894816925930265,2.7199369765602324,256,"hour,source_ratio_bin,summer",wide,fine,21,mean,-0.08,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.455111931786381,11.25454871357495,6.5132400184162424,-47.2442116198883,51.50796821506468,36.65005456256363,1.558266052465585,2.9894816925930265,2.725681810870894,249,"hour,source_ratio_bin,summer",wide,fine,8,mean,-0.08,all,wmape,35,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
6.4551211245260465,11.254271121670188,6.513249095833223,-47.16164528994808,51.539305768519675,36.70487299996316,1.558266052465585,2.9894816925930265,3.3484995539868363,236,"hour,source_ratio_bin,summer",wide,fine,13,mean,-0.08,all,wmape,40,"-1,100,500,1000,2000,4000,7000,10000,13000,1000000000","-0.01,0.005,0.01,0.02,0.03,0.05,0.08,0.12,0.2,0.35,0.55,0.75,0.9,0.98,1.01"
