kind,hours,gate,threshold,beta,applied,wmape_3m,wmape_14d,wmape_all,rolling,stat
hourbias,midday,wmape,40,-0.3,238,6.016659309077546,10.36560297400165,6.079786605186597,2,mean
hourbias,midday,wmape,40,-0.3,238,6.016659309077546,10.36560297400165,6.079786605186597,2,median
hourbias,12-13,wmape,25,-0.3,121,6.016699446659626,10.315264138967967,6.079826239243729,3,mean
hourbias,12-13,wmape,30,-0.15,113,6.016730976669481,10.33086593309331,6.079857373710408,3,mean
hourbias,12-13,wmape,30,-0.1,104,6.016732147301631,10.336603300616677,6.079858529657008,2,mean
hourbias,12-13,wmape,30,-0.1,104,6.016732147301631,10.336603300616677,6.079858529657008,2,median
hourbias,12-13,wmape,50,-0.3,122,6.016734053435108,10.340356835556133,6.079860411878089,13,mean
hourbias,night,none,0,0.05,736,6.01674913463955,10.370621274656926,6.079875303889203,1,mean
hourbias,night,none,0,0.05,736,6.01674913463955,10.370621274656926,6.079875303889203,1,median
hourbias,peakerr,wmape,50,-0.15,282,6.016751602975584,10.361993826718246,6.079877741260025,5,mean
hourbias,peakerr,wmape,50,-0.2,409,6.016757469182566,10.353572228342586,6.07988353387559,13,mean
hourbias,evening,absbias,500,0.1,44,6.016780529443574,10.3263190549428,6.079906304846207,3,median
hourbias,midday,wmape,20,-0.15,371,6.016784975772822,10.353539850074364,6.079910695396368,3,mean
hourbias,11-15,wmape,25,-0.2,276,6.0167964285851,10.355880601055812,6.079922004533408,2,mean
hourbias,11-15,wmape,25,-0.2,276,6.0167964285851,10.355880601055812,6.079922004533408,2,median
hourbias,evening,none,0,0.1,460,6.01679742239702,10.34791830496198,6.07992298587798,13,mean
hourbias,midday,wmape,30,-0.08,277,6.016811446066658,10.34668762366273,6.07993683362104,2,mean
hourbias,midday,wmape,30,-0.08,277,6.016811446066658,10.34668762366273,6.07993683362104,2,median
hourbias,12-13,wmape,40,-0.15,91,6.016825366050401,10.343643037249285,6.0799505789789405,2,mean
hourbias,12-13,wmape,40,-0.15,91,6.016825366050401,10.343643037249285,6.0799505789789405,2,median
hourbias,peakerr,wmape,50,-0.15,239,6.016835855485754,10.360623502972773,6.079960936824591,3,mean
hourbias,11-15,wmape,12,0.2,417,6.016892308418965,10.35803392227623,6.080016681557188,34,median
hourbias,all,wmape,30,-0.05,379,6.016894279373908,10.329453813237714,6.080018627786551,2,mean
hourbias,all,wmape,30,-0.05,379,6.016894279373908,10.329453813237714,6.080018627786551,2,median
hourbias,night,wmape,5,0.05,324,6.016898523098207,10.371605945913382,6.080022818273437,1,mean
hourbias,night,wmape,5,0.05,324,6.016898523098207,10.371605945913382,6.080022818273437,1,median
hourbias,11-15,wmape,12,0.2,410,6.01691075957178,10.360729625354661,6.080034901240758,21,median
hourbias,all,absbias,150,0.05,577,6.01691741941328,10.35145205707601,6.080041477534716,21,mean
hourbias,day,wmape,40,-0.15,278,6.01692604200931,10.357218606969717,6.080049991960497,3,mean
hourbias,11-15,wmape,25,-0.08,276,6.016927930623851,10.347202285860812,6.080051856882418,2,mean
hourbias,11-15,wmape,25,-0.08,276,6.016927930623851,10.347202285860812,6.080051856882418,2,median
hourbias,lowday,wmape,40,-0.15,264,6.0169372687477765,10.351357402003817,6.080061077859814,2,mean
hourbias,10-16,wmape,40,-0.15,264,6.0169372687477765,10.351357402003817,6.080061077859814,2,mean
hourbias,lowday,wmape,40,-0.15,264,6.0169372687477765,10.351357402003817,6.080061077859814,2,median
hourbias,10-16,wmape,40,-0.15,264,6.0169372687477765,10.351357402003817,6.080061077859814,2,median
hourbias,lowday,wmape,30,-0.15,339,6.0169390890277485,10.361701747046835,6.080062875304421,3,mean
hourbias,10-16,wmape,30,-0.15,339,6.0169390890277485,10.361701747046835,6.080062875304421,3,mean
hourbias,11-15,wmape,30,-0.1,250,6.01695202940875,10.350091589794372,6.080075653348672,2,mean
hourbias,11-15,wmape,30,-0.1,250,6.01695202940875,10.350091589794372,6.080075653348672,2,median
hourbias,all,wmape,40,-0.2,447,6.016962016385523,10.345586546612646,6.080085515039073,8,mean
hourbias,day,wmape,12,0.2,454,6.016982290476531,10.360716984238955,6.080105534792124,21,median
hourbias,lowday,wmape,12,0.2,454,6.016982290476531,10.360716984238955,6.080105534792124,21,median
hourbias,10-16,wmape,12,0.2,454,6.016982290476531,10.360716984238955,6.080105534792124,21,median
hourbias,12-13,wmape,50,-0.2,80,6.016988896227737,10.34116574515727,6.0801120576743495,3,mean
hourbias,nooneve,wmape,40,-0.05,224,6.016994180598809,10.339048599241842,6.08011727575312,2,mean
hourbias,nooneve,wmape,40,-0.05,224,6.016994180598809,10.339048599241842,6.08011727575312,2,median
