rolling,beta,hours,gate,thr,applied,wmape_3m,wmape_14d,wmape_all,bias_3m,delta_3m,delta_14d,delta_all
14,0.05,day,absbias,100,112,6.103329311047255,10.644311853624394,6.165870501731152,-39.09908372212547,-0.0013937527010305928,0.0,-0.0013762681087490236
14,1.2,all,wmape,12,24,6.103329963372102,10.633931203006258,6.1658711458726,-38.6392162555684,-0.0013931003761840088,-0.010380650618136755,-0.001375623967300399
3,0.05,midday,wmape,10,78,6.103369332364536,10.644600272062812,6.165910020982022,-39.07464403166413,-0.0013537313837499454,0.000288418438417537,-0.0013367488578790443
5,-0.2,evening,wmape,10,55,6.103370718740219,10.629134160902144,6.1659113899656575,-38.78157599726224,-0.001352345008066358,-0.015177692722250669,-0.0013353798742432588
2,0.2,midday,absbias,500,30,6.103376857500961,10.65778646677678,6.165917451715801,-38.21712606291968,-0.0013462062473248437,0.013474613152386183,-0.0013293181240996432
3,0.1,coremid,absbias,100,155,6.103377731063618,10.647202608858532,6.165918314319637,-38.679184036508424,-0.0013453326846679659,0.0028907552341372877,-0.001328455520263283
14,0.8,midday,wmape,10,36,6.103381205813691,10.647362491999889,6.165921745479059,-40.130796414702786,-0.0013418579345945147,0.0030506383754946853,-0.0013250243608418089
5,0.05,midday,absbias,100,162,6.103381269900835,10.645313905332031,6.1659218087622305,-38.92053562414526,-0.0013417938474509228,0.0010020517076370083,-0.001324961077670217
3,0.3,peakerr,wmape,15,13,6.103382597433179,10.634323404320678,6.165923119640716,-39.41907295260685,-0.0013404663151064256,-0.009988449303715896,-0.0013236501991844563
1,-0.2,day,wmape,20,7,6.103383564571156,10.63433061092374,6.165924074645972,-38.54950018936651,-0.0013394991771296105,-0.009981242700654036,-0.0013226951939291354
8,-0.3,evening,wmape,8,75,6.103384954519519,10.617034498044106,6.165925447157467,-38.585180914054796,-0.0013381092287669816,-0.027277355580288543,-0.0013213226824335678
34,0.2,evening,absbias,100,30,6.103386329184206,10.644311853624394,6.16592680457702,-39.752963023429444,-0.001336734564080011,0.0,-0.0013199652628808067
14,0.05,midday,absbias,100,96,6.103390007607807,10.644311853624394,6.165930436854891,-39.09254192828503,-0.0013330561404787389,0.0,-0.0013163329850094385
14,0.05,all,none,0,2208,6.103395911473757,10.645360363907837,6.165936266656991,-38.83341633002208,-0.0013271522745288422,0.0010485102834429938,-0.0013105031829097058
1,-0.2,coremid,wmape,20,5,6.103399724620413,10.634451027103491,6.165940031967821,-38.697783662268584,-0.0013233391278726359,-0.009860826520903032,-0.0013067378720794665
1,-0.1,midday,wmape,20,6,6.103399724620413,10.634451027103491,6.165940031967821,-38.84606713517064,-0.0013233391278726359,-0.009860826520903032,-0.0013067378720794665
5,0.5,evening,wmape,12,20,6.103401957984538,10.634467668957207,6.165942237314448,-39.72875155761157,-0.0013211057637478874,-0.009844184667187506,-0.0013045325254523732
14,0.2,midday,wmape,8,72,6.1034068996006985,10.641283500977963,6.16594711693816,-39.601409392672636,-0.0013161641475871733,-0.0030283526464316424,-0.0012996529017410552
8,-0.3,nooneve,wmape,10,228,6.103409830409948,10.625529032620463,6.165950010980481,-38.2626214505205,-0.0013132333383376604,-0.01878282100393136,-0.001296758859419711
5,0.05,day,none,0,644,6.103410682161489,10.64529709418481,6.165950852046823,-38.761911303109926,-0.0013123815867963629,0.0009852405604160452,-0.0012959177930778054
2,0.1,midday,absbias,500,30,6.103413345322429,10.65104916020059,6.165953481798474,-38.63205988992275,-0.0013097184258565875,0.006737306576194868,-0.001293288041426699
14,1.5,peakerr,wmape,12,13,6.103417032145614,10.634579993669892,6.165957122370556,-38.75141341518172,-0.0013060316026720642,-0.009731859954502653,-0.0012896474693446791
14,1.5,evening,wmape,12,5,6.103417032145614,10.634579993669892,6.165957122370556,-38.99532028390635,-0.0013060316026720642,-0.009731859954502653,-0.0012896474693446791
3,0.05,all,absbias,100,744,6.10342028816101,10.652117151854288,6.165960337539321,-38.440395816370625,-0.0013027755872760949,0.007805298229893509,-0.0012864323005796763
34,0.05,nooneve,none,0,1748,6.103426401189071,10.64492054858243,6.165966373879601,-38.703070270703215,-0.0012966625592145675,0.000608694958035727,-0.0012803959602996073
5,-0.1,coremid,absbias,250,45,6.103428458090834,10.64452710826188,6.1659684049775825,-39.064652007324554,-0.001294605657451875,0.00021525463748517382,-0.0012783648623182486
14,0.1,day,none,0,644,6.103428750828012,10.645291733145172,6.165968694042381,-38.84549833712877,-0.0012943129202733772,0.0009798795207771605,-0.0012780757975194845
14,0.1,midday,absbias,100,96,6.1034367577346575,10.644311853624394,6.165976600502586,-39.116591512046334,-0.0012863060136281135,0.0,-0.0012701693373147194
3,-0.3,evening,wmape,10,65,6.103450687416378,10.620878109920227,6.165990355436802,-38.89245442308303,-0.0012723763319080206,-0.023433743704167398,-0.0012564144030990931
14,0.2,day,wmape,10,42,6.103451552547305,10.64589134959916,6.165991209714685,-39.3783310316593,-0.0012715112009802354,0.0015794959747648107,-0.0012555601252159931
2,0.2,coremid,wmape,10,50,6.103456538011574,10.663499632049495,6.165996132636431,-39.10153409200317,-0.001266525736711266,0.019187778425100888,-0.0012506372034692959
3,0.05,coremid,wmape,10,65,6.103457590558356,10.64228305349969,6.165997171979039,-39.06779951510808,-0.0012654731899299776,-0.0020288001247035226,-0.001249597860861762
2,0.1,midday,wmape,10,60,6.103457822892237,10.658392865789708,6.165997401398298,-39.093126475307876,-0.0012652408560489548,0.014081012165313211,-0.0012493684416030604
2,0.05,day,none,0,644,6.10346023335891,10.650596746518348,6.165999781625726,-38.6962600425934,-0.00126283038937558,0.006284892893953398,-0.0012469882141745714
2,-0.1,evening,absbias,100,190,6.103472367086709,10.633129013602744,6.166011763136219,-39.58659056854495,-0.0012506966615770665,-0.011182840021650264,-0.001235006703681485
3,0.2,all,wmape,15,24,6.103483607116422,10.63507607530456,6.166022862160045,-39.587360119667544,-0.0012394566318638667,-0.009235778319833798,-0.00122390767985614
8,-0.1,all,wmape,8,360,6.103489844439039,10.625930434494176,6.166029021235609,-38.23521478116748,-0.0012332193092463584,-0.01838141913021829,-0.0012177486042919128
21,0.3,day,wmape,10,7,6.1035007431633,10.644311853624394,6.166039783235648,-39.542035491602654,-0.0012223205849855034,0.0,-0.0012069866042523358
34,0.3,day,wmape,10,7,6.1035007431633,10.644311853624394,6.166039783235648,-39.542035491602654,-0.0012223205849855034,0.0,-0.0012069866042523358
8,-0.1,nooneve,wmape,10,228,6.1035107942497415,10.632279560340796,6.1660497082314665,-38.819484078016814,-0.0012122694985441385,-0.012032293283597895,-0.0011970616084342467
8,0.05,coremid,none,0,460,6.103513417052534,10.645503838462,6.166052298131264,-38.91228787026951,-0.0012096466957514096,0.0011919848376056308,-0.001194471708636513
14,0.05,coremid,none,0,460,6.10351583055008,10.644274211149439,6.166054681351545,-38.98757679039531,-0.0012072331982055928,-3.76424749557458e-05,-0.0011920884883558358
5,-0.5,evening,wmape,10,55,6.103519650372923,10.628134822125942,6.1660584532548075,-38.4087286450257,-0.001203413375362672,-0.01617703149845262,-0.0011883165850932187
2,0.1,coremid,wmape,12,35,6.103520934375243,10.648690032048329,6.16605972114935,-39.010632316784246,-0.0012021293730430926,0.004378178423934287,-0.0011870486905509736
8,0.1,peakerr,absbias,100,312,6.103523512666263,10.65088081023942,6.166062267095775,-39.01031470162247,-0.0011995510820224098,0.006568956615025101,-0.0011845027441257372
1,0.05,day,wmape,12,35,6.1035288347411845,10.651074284041492,6.166067522405401,-38.87052294699881,-0.0011942290071011996,0.006762430417097676,-0.0011792474345000414
5,0.1,midday,wmape,8,102,6.103534148230176,10.646810130753861,6.166072769236808,-39.15431731511996,-0.0011889155181092903,0.0024982771294670414,-0.0011740006030924732
34,0.05,coremid,none,0,460,6.1035349332850695,10.644418036676337,6.166073544443209,-38.93939819605971,-0.001188130463216197,0.00010618305194221023,-0.001173225396692068
3,-0.1,evening,wmape,8,95,6.103545566384846,10.630364583183146,6.1660840441510185,-39.12920997142203,-0.001177497363439528,-0.013947270441247994,-0.0011627256888822046
1,0.05,peakerr,absbias,250,221,6.1035480204536645,10.658020966780528,6.1660864674336056,-38.48583040420919,-0.0011750432946211475,0.013709113156133768,-0.0011603024062951661
14,1.0,midday,wmape,10,36,6.103548994043578,10.648612761558397,6.166087428809858,-40.396372432247546,-0.0011740697047075699,0.004300907934002396,-0.001159341030042782
21,0.05,nooneve,none,0,1748,6.103549837101651,10.64438807032,6.166088261291788,-38.83140563758805,-0.0011732266466344399,7.621669560542443e-05,-0.0011585085481122803
5,0.1,day,wmape,8,119,6.1035605456220905,10.647466700925385,6.166098835474113,-39.177720233365065,-0.0011625181261951667,0.003154847300990582,-0.0011479343657878616
14,1.0,all,wmape,12,24,6.103562146768133,10.635661311442615,6.166100416533816,-38.71076227039429,-0.0011609169801527486,-0.008650542181779741,-0.001146353306085146
14,2.0,midday,wmape,12,6,6.103562146768133,10.635661311442615,6.166100416533816,-38.87336684954404,-0.0011609169801527486,-0.008650542181779741,-0.001146353306085146
3,0.05,midday,absbias,250,72,6.103563636260575,10.645193673505734,6.166101887340614,-38.91201328261094,-0.0011594274877104738,0.0008818198813393963,-0.0011448824992870144
5,0.1,midday,none,0,552,6.103568733519306,10.646810130753861,6.166106920654362,-38.5216083977782,-0.0011543302289798163,0.0024982771294670414,-0.0011398491855389992
3,0.05,peakerr,absbias,100,403,6.103576555832699,10.655682374376768,6.166114644837033,-38.71141639378544,-0.0011465079155863478,0.011370520752373992,-0.0011321250028677454
14,0.3,midday,wmape,8,72,6.103577932486895,10.640417088909574,6.166116004221139,-39.86786791674708,-0.0011451312613903752,-0.003894764714820198,-0.0011307656187620196
3,0.05,coremid,absbias,100,155,6.103592727293278,10.645438333239113,6.166130613427049,-38.880841327496924,-0.0011303364550077077,0.0011264796147187894,-0.0011161564128521206
2,0.05,coremid,wmape,10,50,6.103615028716814,10.645904727370553,6.1661526350797935,-39.077337251766366,-0.0011080350314713883,0.001592873746158574,-0.0010941347601072238
3,0.2,midday,absbias,100,186,6.103624545773113,10.664990992951905,6.166162032744861,-38.155556031498804,-0.001098517975172797,0.020679139327510754,-0.0010847370950397561
1,0.05,peakerr,none,0,1196,6.103625311060572,10.662191022501071,6.166162788431809,-38.384514094102414,-0.0010977526877136157,0.017879168876676843,-0.0010839814080920718
2,0.05,coremid,none,0,460,6.103634482718719,10.644762737490433,6.166171845031737,-38.7878360779435,-0.0010885810295668819,0.00045088386603886477,-0.0010749248081634022
14,0.1,day,absbias,100,112,6.103635992206557,10.644311853624394,6.166173335583088,-39.129675099727194,-0.0010870715417290455,0.0,-0.001073434256812611
2,0.05,day,absbias,100,266,6.103639000579764,10.65157894208776,6.166176306216331,-38.737758326833244,-0.0010840631685216096,0.007267088463365212,-0.001070463623570106
21,0.1,day,wmape,10,7,6.10364206562943,10.644311853624394,6.166179332815025,-39.226340060216714,-0.0010809981188559803,0.0,-0.0010674370248757725
34,0.1,day,wmape,10,7,6.10364206562943,10.644311853624394,6.166179332815025,-39.226340060216714,-0.0010809981188559803,0.0,-0.0010674370248757725
21,0.1,peakerr,absbias,100,104,6.103645006568504,10.644311853624394,6.166182236860094,-39.824485353513985,-0.0010780571797814886,0.0,-0.001064532979806465
14,0.05,nooneve,absbias,100,304,6.103646383773081,10.644311853624394,6.166183596787675,-39.16276634397302,-0.001076679975204442,0.0,-0.0010631730522261407
5,0.1,day,wmape,10,77,6.1036480044297,10.64435610643759,6.166185197113197,-39.205095506621134,-0.0010750593185857582,4.425281319520025e-05,-0.0010615727267033748
2,-0.1,evening,wmape,8,110,6.103649956009083,10.632015782305015,6.166187124210066,-39.170269733827475,-0.001073107739202328,-0.01229607131937982,-0.0010596456298346268
8,-0.5,evening,wmape,8,75,6.103655517307528,10.61055365117108,6.166192615742163,-38.30169374500465,-0.0010675464407574609,-0.03375820245331518,-0.0010541540977380137
34,0.05,all,none,0,2208,6.10365634667376,10.644744318958573,6.166193434704017,-38.634370929466726,-0.0010667170745257692,0.00043246533417828914,-0.0010533351358841259
34,0.3,evening,absbias,100,30,6.103658678613995,10.644311853624394,6.16619573739012,-40.095198362882286,-0.0010643851342910793,0.0,-0.0010510324497809975
8,0.05,midday,absbias,100,144,6.103671678900714,10.644219249668406,6.166208574588572,-39.0434591768825,-0.0010513848475719456,-9.260395598786886e-05,-0.001038195251328311
14,1.2,peakerr,wmape,12,13,6.1036782384661485,10.63652636566079,6.166215051864425,-38.81482920105013,-0.0010448252821371184,-0.007785487963603899,-0.0010317179754757433
14,1.2,evening,wmape,12,5,6.1036782384661485,10.63652636566079,6.166215051864425,-39.00995469602983,-0.0010448252821371184,-0.007785487963603899,-0.0010317179754757433
5,0.5,peakerr,wmape,12,52,6.103691152132338,10.63662259150295,6.166227803528999,-40.38709765323629,-0.0010319116159474007,-0.0076892621214437185,-0.0010189663109017033
1,0.2,coremid,absbias,250,85,6.103699281365805,10.680876464730188,6.16623583078144,-38.119673299013165,-0.0010237823824805758,0.03656461110579379,-0.0010109390584602806
21,0.05,coremid,none,0,460,6.103704398681992,10.64430293653696,6.1662408839010245,-38.97450919544554,-0.001018665066293778,-8.917087434667792e-06,-0.0010058859388761832
3,0.05,peakerr,none,0,1196,6.103709664979221,10.655574918503403,6.166246084132689,-38.504904153307514,-0.0010133987690643664,0.011263064879008411,-0.0010006857072113462
5,0.1,coremid,wmape,8,85,6.10371572635976,10.644114019897719,6.166252069473362,-39.13203360355335,-0.0010073373885255421,-0.00019783372667525612,-0.0009947003665384813
1,0.05,nooneve,absbias,500,114,6.10372441206029,10.648631604031301,6.166260646211999,-37.93889409635845,-0.000998651687996066,0.004319750406907019,-0.000986123627901847
5,0.05,all,absbias,100,648,6.10372615065284,10.65248400439148,6.166262362993951,-38.59191247051445,-0.000996913095445251,0.008172150767085995,-0.0009844068459496924
5,0.05,nooneve,none,0,1748,6.103727431912407,10.644121824042523,6.1662636281801495,-38.37455294598227,-0.0009956318358783633,-0.00019002958187108732,-0.0009831416597512188
3,0.05,peakerr,absbias,250,156,6.103730543516561,10.649801287178231,6.166266700749308,-38.82263045573728,-0.0009925202317244697,0.005489433553837131,-0.0009800690905930054
3,0.1,nooneve,wmape,15,19,6.103733917089759,10.636941253452429,6.166270032001115,-39.264809716134536,-0.000989146658526785,-0.007370600171965336,-0.000976737838786157
8,-0.1,evening,wmape,10,60,6.1037363531381335,10.63396030643364,6.166272437489325,-38.99955204800396,-0.0009867106101522083,-0.010351547190754928,-0.0009743323505757573
2,0.1,day,wmape,10,70,6.103736801612916,10.662528498912648,6.166272880338002,-39.130735433065624,-0.0009862621353695644,0.01821664528825373,-0.0009738895018989169
1,0.05,day,wmape,15,28,6.103744720049108,10.652682947705266,6.166280699437613,-38.955189665352904,-0.0009783436991774863,0.008371094080871444,-0.0009660704022875777
14,0.1,day,wmape,10,42,6.103748051107486,10.645101601611776,6.166283988707948,-39.22341168809152,-0.0009750126407999105,0.0007897479873815172,-0.0009627811319523616
14,0.2,peakerr,none,0,1196,6.103748733058129,10.648461705722651,6.166284662103538,-38.4917750390547,-0.0009743306901563997,0.004149852098256801,-0.0009621077363624053
5,0.1,peakerr,wmape,12,52,6.103767499060467,10.63719148861922,6.166303192686852,-39.343418425435615,-0.0009555646878185442,-0.007120365005174989,-0.0009435771530483805
34,0.2,midday,wmape,8,18,6.103767733011742,10.643972241599553,6.166303423703214,-39.47551494869478,-0.0009553307365433028,-0.00033961202484178443,-0.0009433461366867846
3,0.1,coremid,absbias,250,60,6.103768676313969,10.643382596375353,6.1663043551717385,-38.78204916330874,-0.0009543874343167502,-0.0009292572490409157,-0.0009424146681622503
5,0.05,day,absbias,100,189,6.103771222090412,10.64608939456706,6.166306869011481,-38.89959462751518,-0.0009518416578737643,0.0017775409426654676,-0.0009399008284196597
21,0.05,peakerr,absbias,100,104,6.103771962400401,10.644311853624394,6.166307600034301,-39.446488849018856,-0.0009511013478844532,0.0,-0.0009391698055996045
2,0.05,midday,absbias,250,66,6.1037728608780375,10.649776718190187,6.166308487240557,-38.86350752830464,-0.0009502028702481624,0.005464864565793093,-0.0009382825993435873
2,0.05,midday,wmape,10,60,6.103773918395159,10.650675693667246,6.1663095314911525,-39.08169677621962,-0.0009491453531262906,0.006363840042851621,-0.0009372383487482594
3,-0.2,evening,wmape,10,65,6.103775246954169,10.626247201887017,6.166310843383425,-38.938349914973124,-0.0009478167941168181,-0.0180646517373777,-0.0009359264564761105
5,0.05,nooneve,absbias,100,513,6.103778269953849,10.646417376245248,6.166313828459649,-38.67220628596285,-0.0009447937944369045,0.002105522620853506,-0.0009329413802516839
2,0.05,coremid,absbias,100,190,6.103783176322194,10.645195835877843,6.166318673277729,-38.81774367135158,-0.0009398874260915235,0.0008839822534483233,-0.0009280965621716319
14,0.1,coremid,none,0,460,6.1037854984724,10.644119828786721,6.1663209662966185,-38.90450999767344,-0.0009375652758860653,-0.00019202483767344347,-0.0009258035432821998
1,0.2,coremid,wmape,12,25,6.1037875726721325,10.670480224956618,6.166323014475568,-38.49345613698701,-0.0009354910761532054,0.026168371332223828,-0.0009237553643330898
21,0.2,evening,wmape,8,35,6.10378836343431,10.642771882596202,6.166323795317655,-39.41632301820596,-0.0009347003139756893,-0.0015399710281922552,-0.0009229745222461005
1,0.1,midday,wmape,15,24,6.103791661700001,10.660478677550197,6.166327052206686,-38.83990097371769,-0.0009314020482849017,0.016166823925802376,-0.000919717633214745
14,0.05,coremid,absbias,100,80,6.1037932258364975,10.644311853624394,6.166328596721129,-39.089040370300864,-0.0009298379117881339,0.0,-0.0009181731187712927
14,0.8,all,wmape,12,24,6.103794330164164,10.63739141987897,6.1663296871950335,-38.78230828522018,-0.0009287335841214883,-0.0069204337454245035,-0.0009170826448672287
34,0.2,coremid,none,0,460,6.103798363505642,10.64465713051722,6.1663336699383455,-38.550004836389455,-0.0009247002426437945,0.00034527689282626284,-0.0009130999015551922
5,0.2,midday,wmape,8,102,6.103800700657825,10.658063157221129,6.166335977771014,-39.22613601175448,-0.0009223630904608981,0.013751303596734488,-0.0009107920688871118
2,0.05,coremid,wmape,12,35,6.103805474136663,10.645824276796558,6.16634069136668,-39.040449696957815,-0.0009175896116229154,0.0015124231721639347,-0.0009060784732204397
1,0.05,nooneve,absbias,100,931,6.103808769526209,10.660744052978247,6.166343945415647,-38.00729834261843,-0.0009142942220767836,0.01643219935385254,-0.0009028244242541561
21,0.2,midday,wmape,8,42,6.103809321818857,10.64428213949612,6.166344490779799,-39.48005755294667,-0.0009137419294287241,-2.9714128274349605e-05,-0.0009022790601020958
8,0.2,midday,absbias,250,12,6.103813309503713,10.644311853624394,6.1663484284392505,-39.48317538928402,-0.0009097542445726248,0.0,-0.0008983414006502599
14,0.2,midday,absbias,250,12,6.103813309503713,10.644311853624394,6.1663484284392505,-39.48317538928402,-0.0009097542445726248,0.0,-0.0008983414006502599
21,0.2,midday,absbias,250,12,6.103813309503713,10.644311853624394,6.1663484284392505,-39.48317538928402,-0.0009097542445726248,0.0,-0.0008983414006502599
34,0.2,midday,absbias,250,12,6.103813309503713,10.644311853624394,6.1663484284392505,-39.48317538928402,-0.0009097542445726248,0.0,-0.0008983414006502599
3,2.0,peakerr,wmape,15,13,6.103815125699767,10.637546377262664,6.16635022185117,-41.15362152944194,-0.0009079380485186306,-0.006765476361730194,-0.0008965479887308447
14,0.3,day,wmape,10,42,6.103818699597473,10.646681097586539,6.16635375091442,-39.53325037522707,-0.000904364150812853,0.0023692439621445516,-0.0008930189254803267
3,0.05,day,absbias,250,84,6.103825366421141,10.64521941508525,6.166360334102953,-38.89583338745885,-0.0008976973271446198,0.0009075614608562432,-0.0008864357369473552
8,0.05,day,absbias,100,168,6.103829460864903,10.646071094317746,6.166364377182023,-39.040170418386076,-0.0008936028833828047,0.001759240693351316,-0.0008823926578775954
5,0.1,midday,wmape,10,66,6.103830404706953,10.64365842671841,6.166365309183599,-39.185711735039455,-0.0008926590413329549,-0.0006534269059841336,-0.0008814606563021243
3,0.05,nooneve,absbias,250,228,6.103836507257237,10.638245447631036,6.166371335177545,-38.71227609830667,-0.0008865564910482959,-0.0060664059933586145,-0.0008754346623556231
5,-0.2,day,absbias,250,63,6.103839258867929,10.638054422510598,6.166374052269348,-39.138139797460816,-0.0008838048803569976,-0.006257431113796841,-0.000872717570552517
5,0.2,coremid,wmape,8,85,6.103841549107617,10.651439719847176,6.16637631377804,-39.18156858862127,-0.0008815146406684349,0.007127866222781165,-0.0008704560618610913
2,0.05,midday,absbias,500,30,6.103842489305069,10.64768050691249,6.166377242180738,-38.85027611722324,-0.000880574443216986,0.0033686532880956577,-0.0008695276591623724
3,0.1,midday,wmape,8,114,6.103846494968436,10.650425732013641,6.16638119759316,-38.91179409389226,-0.0008765687798497623,0.0061138783892467075,-0.0008655722467407756
8,-0.2,evening,wmape,8,75,6.103848492233249,10.623682456778818,6.166383169802336,-38.72692449857989,-0.0008745715150366706,-0.02062939684557641,-0.0008636000375643604
2,0.05,midday,wmape,8,132,6.10384921257883,10.648642411203738,6.166383881111201,-39.00012119197981,-0.0008738511694552642,0.004330557579343974,-0.0008628887287001064
